city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Ivano-Frankivsk,OBOZ.UA,"""Не чути свій народ – не потужно"": у містах України десятий день поспіль тривають масові мітинги на підтримку Федорова. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/ne-chuti-svij-narod-ne-potuzhno-u-mistah-ukraini-desyatij-den-pospil-trivayut-masovi-mitingi-na-pidtrimku-fedorova-foto-i-video.htm,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,Suspilne (Івано-Франківськ),У Франківську десятий день поспіль мітингують проти відставки ексміністра оборони Михайла Федорова,https://suspilne.media/ivano-frankivsk/1363980-u-frankivsku-desatij-den-pospil-mitinguut-proti-vidstavki-eksministra-oboroni-mihajla-fedorova/,"25.07, 10:00",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей Протести за Федорова.»,100–999,took place,own correspondent,кореспондент Суспільного (Івано-Франківськ),6 Aug
Kharkiv,Suspilne (Харків),«Нам потрібен тандем — Федоров і Драпатий»: 10 день акцій протесту в Харкові,https://suspilne.media/kharkiv/1364044-nam-potriben-tandem-fedorov-i-drapatij-desatij-den-akcii-protestu-v-harkovi-proti-zvilnenna-eksministra-oboroni/,"25.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Харків),6 Aug
Khmelnytskyi,24 Канал,У містах України 10-й день поспіль тривають масові мітинги на підтримку Федорова,https://24tv.ua/mistah-ukrayini-10-den-pospil-trivayut-masovi-mitingi-pidtrimku_n3111920,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Khmelnytskyi,Поділля News,"Понад 30 людей вийшли на акцію у Хмельницькому: ""картонковий"" протест триває",https://podillyanews.com/2026/07/25/u-hmelnytskomu-znovu-vyjshly-na-mityng-na-pidtrymku-myhajla-fedorova/,"25.07, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kolomyia,Suspilne (Івано-Франківськ),У Франківську десятий день поспіль мітингують проти відставки ексміністра оборони Михайла Федорова,https://suspilne.media/ivano-frankivsk/1363980-u-frankivsku-desatij-den-pospil-mitinguut-proti-vidstavki-eksministra-oboroni-mihajla-fedorova/,"25.07, 10:00","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kremenchuk,Кременчуцький Телеграф,Кременчуківці з картонками вимагали повернути Федорова навіть в укритті,https://www.telegraf.in.ua/plots/putin/u-kremenchuczi-znovu-z-kartonkamy-vymagaly-povernuty-fedorova.html,"25.07, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kropyvnytskyi,Гречка (Кропивницький),У Кропивницькому десятий день поспіль тривають мітинги: чого вимагають громадяни - Гречка,https://gre4ka.info/suspilstvo/u-kropyvnyczkomu-desyatyj-den-pospil-tryvayut-mityngy-chogo-vymagayut-gromadyany/,"25.07, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kyiv,24 Канал,У містах України 10-й день поспіль тривають масові мітинги на підтримку Федорова,https://24tv.ua/mistah-ukrayini-10-den-pospil-trivayut-masovi-mitingi-pidtrimku_n3111920,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Censor.NET,Протести проти відставки Федорова з посади міністра оборони десятий день тривають у Києві та інших містах. ФОТОрепортаж,https://censor.net/ua/news/4015374/protesty-cherez-zvilnennya-fedorova-tryvayut-10-dniv,"25.07, 22:34",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,DW,Безстроковий протест у Києві: на другий день поменшало людей,https://www.dw.com/uk/drugij-den-bezstrokovogo-protestu-v-kievi-ludej-pomensalo-vimogi-ne-zminilisa/a-78116040,"25.07, 10:00",«На другий день безстрокової акції у Києві зібралися сотні людей.»,100–999,took place,not stated,не вказано,6 Aug
Kyiv,NV,"«Федоров, Драпатий — нас не подолати!». У Києві та інших містах десятий день тривають протести — фото",https://nv.ua/ukr/ukraine/politics/protesti-cherez-zvilnennya-fedorova-akciji-u-kiyevi-ta-inshih-mistah-trivayut-desyatiy-den-foto-50627254.html,"25.07, 21:45",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Львів),Безстрокова акція: львів'яни вимагають призначити Федорова на посаду міністра оборони,https://suspilne.media/lviv/1364016-bezstrokova-akcia-lvivani-vimagaut-priznaciti-fedorova-na-posadu-ministra-oboroni/,"25.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Ужгород),В Ужгороді знову вийшли на мирну акцію на підтримку Михайла Федорова,https://suspilne.media/uzhhorod/1364030-v-uzgorodi-znovu-vijsli-na-mirnu-akciu-na-pidtrimku-mihajla-fedorova/,"25.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Черкаси),«Слухати народ — це не слабкість»: у Черкасах містяни вийшли на акцію на підтримку Федорова,https://suspilne.media/cherkasy/1363846-sluhati-narod-ce-ne-slabkist-u-cerkasah-mistani-vijsli-na-akciu-na-pidtrimku-fedorova/,"25.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,UA.NEWS,У Києві та містах України відбувся десятий протест через відставку Федорова,https://ua.news/ua/ukraine/u-kiievi-ta-mistakh-ukrayini-vidbuvsia-desiatii-protest-cherez-vidstavku-fedorova,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Радіо Свобода,У Києві та інших містах України люди знову вимагали повернути Федорова на посаду міністра оборони,https://www.radiosvoboda.org/a/news-fedorov-protesty-ukrayina/33812959.html,"25.07, 21:51",невідомо,unknown,took place,not stated,не вказано,6 Aug
